project_id,mp_id,mp_name,state,constituency,mp_type,parliamentary_term,district,block,village,sector,sub_sector,project_name,recommended_amount,sanctioned_amount,funds_released,expenditure,unspent_balance,start_date,expected_completion_date,reported_progress_pct,work_status,data_type,risk_score,risk_level,cost_anomaly_score,progress_anomaly_score,delay_risk_score,duplicate_similarity_score,risk_reasons,risk_last_updated
P00731,MP018,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Parks,Parks Improvement at Village Gamma,915000,934000,750000,582000,168000,2024-10-11,2025-03-25,94.4,Stalled,SYNTHETIC_DEMO,25.5,LOW,2.956,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00732,MP025,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District E,Block 5,Village Epsilon,Electricity,Street Lighting,Street Lighting Improvement at Village Epsilon,1029000,951000,778000,428000,350000,2022-05-12,2023-07-02,67.4,Stalled,SYNTHETIC_DEMO,16.7,LOW,3.659,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00733,MP032,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District B,Block 2,Village Beta,Education,School Buildings,School Buildings Improvement at Village Beta,273000,283000,180000,69000,111000,2024-03-01,2024-11-20,60.3,Stalled,SYNTHETIC_DEMO,22.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00734,MP039,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District B,Block 2,Village Beta,Health,Medical Equipment,Medical Equipment Improvement at Village Beta,833000,841000,822000,664000,158000,2025-04-25,2025-10-27,43.9,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,44.254,84.658,0.0,Project duration/status indicates delay risk,2026-09-01
P00735,MP046,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District A,Block 1,Village Alpha,Education,Laboratories,Laboratories Improvement at Village Alpha,1739000,1746000,1722000,928000,794000,2024-08-31,2025-05-16,67.6,Stalled,SYNTHETIC_DEMO,47.5,MEDIUM,78.513,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00736,MP053,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Gamma,1504000,1408000,1150000,695000,455000,2022-07-19,2023-01-28,87.1,Stalled,SYNTHETIC_DEMO,28.7,LOW,47.765,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00737,MP060,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District D,Block 4,Village Delta,Education,Classrooms,Classrooms Improvement at Village Delta,817000,797000,695000,581000,114000,2024-07-17,2026-05-05,80.3,Ongoing,SYNTHETIC_DEMO,8.5,LOW,0.0,3.957,32.603,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00738,MP007,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Public Shelters,Public Shelters Improvement at Village Epsilon,304000,285000,204000,44000,160000,2023-12-01,2024-10-29,40.2,Stalled,SYNTHETIC_DEMO,26.9,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00739,MP014,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District G,Block 7,Village Eta,Roads,Village Roads,Village Roads Improvement at Village Eta,982000,1013000,869000,407000,462000,2025-06-14,2027-03-28,53.8,Ongoing,SYNTHETIC_DEMO,0.7,LOW,3.784,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00740,MP021,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District C,Block 3,Village Gamma,Electricity,Solar Pumps,Solar Pumps Improvement at Village Gamma,1175000,1117000,1039000,378000,661000,2022-07-21,2023-10-23,65.7,Stalled,SYNTHETIC_DEMO,29.5,LOW,25.345,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00741,MP028,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Drainage Roads,Drainage Roads Improvement at Village Gamma,1745000,1731000,1654000,654000,1000000,2023-11-25,2025-10-29,41.3,Delayed,SYNTHETIC_DEMO,43.0,MEDIUM,76.767,0.0,84.11,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00742,MP035,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District B,Block 2,Village Beta,Health,Medical Equipment,Medical Equipment Improvement at Village Beta,415000,415000,263000,165000,98000,2022-05-23,2023-03-20,90.5,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,93.9,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P00743,MP042,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Borewells,Borewells Improvement at Village Beta,790000,761000,597000,369000,228000,2024-11-25,2025-06-21,61.3,Stalled,SYNTHETIC_DEMO,27.5,LOW,0.0,0.611,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00744,MP049,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District H,Block 8,Village Theta,Education,Laboratories,Laboratories Improvement at Village Theta,2219000,2317000,1525000,627000,898000,2024-12-27,2024-10-01,56.3,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk | Date inconsistency detected,2026-09-01
P00745,MP056,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Roads,Drainage Roads,Drainage Roads Improvement at Village Gamma,1274000,2353000,1504000,445000,1059000,2024-04-29,2025-08-22,74.5,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00746,MP003,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District H,Block 8,Village Theta,Education,Classrooms,Classrooms Improvement at Village Theta,1032000,1026000,971000,312000,659000,2022-07-01,2023-06-25,75.9,Stalled,SYNTHETIC_DEMO,17.7,LOW,14.549,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00747,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District E,Block 5,Village Epsilon,Health,Health Infrastructure,Health Infrastructure Improvement at Village Epsilon,1279000,1252000,859000,232000,627000,2023-07-08,2024-07-07,44.1,Stalled,SYNTHETIC_DEMO,28.6,LOW,17.961,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00748,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Public Toilets,Public Toilets Improvement at Village Gamma,1333000,1270000,1225000,636000,589000,2026-02-25,2026-09-02,39.2,Ongoing,SYNTHETIC_DEMO,15.0,LOW,30.405,15.262,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00749,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District G,Block 7,Village Eta,Roads,Bridges,Bridges Improvement at Village Eta,457000,428000,339000,115000,224000,2025-07-21,2026-06-08,49.3,Delayed,SYNTHETIC_DEMO,11.2,LOW,0.0,0.0,23.288,0.0,Project duration/status indicates delay risk,2026-09-01
P00750,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District G,Block 7,Village Eta,Sanitation,Public Toilets,Public Toilets Improvement at Village Eta,690000,638000,380000,180000,200000,2025-03-06,2026-08-06,36.4,Ongoing,SYNTHETIC_DEMO,3.5,LOW,0.0,13.162,7.123,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00751,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Delta,770000,757000,601000,251000,350000,2024-12-01,2026-01-01,38.1,Stalled,SYNTHETIC_DEMO,10.5,LOW,0.0,4.396,66.575,0.0,Project duration/status indicates delay risk,2026-09-01
P00752,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District A,Block 1,Village Alpha,Roads,Drainage Roads,Drainage Roads Improvement at Village Alpha,655000,662000,487000,241000,246000,2025-01-23,2026-11-28,81.3,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00753,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District B,Block 2,Village Beta,Sanitation,Waste Management,Waste Management Improvement at Village Beta,1001000,932000,701000,298000,403000,2024-10-06,2025-06-30,72.4,Stalled,SYNTHETIC_DEMO,18.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00754,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Water Tanks,Water Tanks Improvement at Village Gamma,2296000,2235000,2133000,1345000,788000,2022-12-15,2023-04-27,54.5,Stalled,SYNTHETIC_DEMO,48.1,MEDIUM,100.0,10.268,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00755,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District G,Block 7,Village Eta,Health,Health Centres,Health Centres Improvement at Village Eta,476000,453000,334000,190000,144000,2023-05-19,2024-01-15,69.6,Stalled,SYNTHETIC_DEMO,25.2,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00756,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Zeta,687000,1466000,677000,294000,383000,2026-04-29,2026-10-04,62.8,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,56.206,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00757,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District G,Block 7,Village Eta,Roads,Drainage Roads,Drainage Roads Improvement at Village Eta,1812000,1725000,998000,454000,544000,2025-05-05,2026-07-02,46.2,Ongoing,SYNTHETIC_DEMO,25.4,LOW,76.212,0.0,16.712,0.0,Cost unusually high relative to peer projects,2026-09-01
P00758,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District H,Block 8,Village Theta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Theta,1672000,1653000,1397000,420000,977000,2022-04-26,2024-03-17,74.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,74.005,0.0,100.0,92.3,Cost unusually high relative to peer projects | Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P00759,MP034,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District B,Block 2,Village Beta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Beta,343000,340000,198000,75000,123000,2024-07-27,2025-03-27,28.7,Stalled,SYNTHETIC_DEMO,15.5,LOW,0.0,11.015,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00760,MP041,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District B,Block 2,Village Beta,Water Supply,Pipelines,Pipelines Improvement at Village Beta,442000,449000,381000,276000,105000,2025-05-27,2025-12-06,82.1,Stalled,SYNTHETIC_DEMO,17.5,LOW,0.0,0.0,73.699,0.0,Project duration/status indicates delay risk,2026-09-01
P00761,MP048,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District F,Block 6,Village Zeta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Zeta,337000,330000,303000,60000,243000,2024-07-20,2025-07-15,19.6,Stalled,SYNTHETIC_DEMO,26.7,LOW,0.0,0.242,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00762,MP055,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District H,Block 8,Village Theta,Health,Health Infrastructure,Health Infrastructure Improvement at Village Theta,1284000,1220000,1060000,495000,565000,2022-06-16,2023-03-09,61.0,Stalled,SYNTHETIC_DEMO,22.1,LOW,15.372,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00763,MP002,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Laboratories,Laboratories Improvement at Village Gamma,544000,555000,324000,87000,237000,2025-09-18,2027-09-01,19.8,Ongoing,SYNTHETIC_DEMO,1.6,LOW,0.0,8.462,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00764,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District A,Block 1,Village Alpha,Community Assets,Market Sheds,Market Sheds Improvement at Village Alpha,350000,326000,320000,312000,8000,2024-06-19,2025-08-22,26.4,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,85.32,100.0,0.0,Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P00765,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District A,Block 1,Village Alpha,Community Assets,Parks,Parks Improvement at Village Alpha,1030000,1074000,593000,229000,364000,2024-11-29,2025-11-29,37.7,Stalled,SYNTHETIC_DEMO,27.1,LOW,15.891,1.101,75.616,0.0,Project duration/status indicates delay risk,2026-09-01
P00766,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District F,Block 6,Village Zeta,Education,School Buildings,School Buildings Improvement at Village Zeta,476000,499000,427000,113000,314000,2023-12-12,2025-01-23,46.8,Stalled,SYNTHETIC_DEMO,20.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00767,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Laboratories,Laboratories Improvement at Village Gamma,1052000,1104000,750000,553000,197000,2023-07-11,2024-02-23,79.6,Stalled,SYNTHETIC_DEMO,26.5,LOW,19.003,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00768,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Laboratories,Laboratories Improvement at Village Zeta,733000,761000,752000,555000,197000,2023-10-04,2025-03-03,72.5,Stalled,SYNTHETIC_DEMO,21.1,LOW,0.0,1.564,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00769,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Public Toilets,Public Toilets Improvement at Village Delta,449000,438000,298000,130000,168000,2024-09-21,2025-07-24,62.8,Stalled,SYNTHETIC_DEMO,14.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00770,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District H,Block 8,Village Theta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Theta,877000,862000,669000,525000,144000,2025-02-21,2026-06-08,87.0,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.535,0.0,23.288,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00771,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Street Lighting,Street Lighting Improvement at Village Gamma,993000,1020000,700000,582000,118000,2022-08-13,2023-09-25,80.1,Stalled,SYNTHETIC_DEMO,20.7,LOW,9.971,3.651,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00772,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Market Sheds,Market Sheds Improvement at Village Gamma,250000,240000,143000,62000,81000,2025-03-09,2025-12-09,49.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,72.877,0.0,Project duration/status indicates delay risk,2026-09-01
P00773,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District D,Block 4,Village Delta,Roads,Internal Roads,Internal Roads Improvement at Village Delta,2161000,5595000,2558000,351000,2207000,2023-05-17,2023-10-13,38.8,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00774,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District H,Block 8,Village Theta,Water Supply,Pipelines,Pipelines Improvement at Village Theta,559000,572000,437000,271000,166000,2022-07-13,2023-10-15,65.9,Stalled,SYNTHETIC_DEMO,17.9,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00775,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Parks,Parks Improvement at Village Epsilon,4741000,4963000,4887000,2021000,2866000,2024-04-24,2025-11-10,28.1,Delayed,SYNTHETIC_DEMO,48.0,MEDIUM,100.0,15.906,80.822,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00776,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District B,Block 2,Village Beta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Beta,1265000,1230000,1192000,458000,734000,2026-01-25,2026-05-26,77.9,Stalled,SYNTHETIC_DEMO,14.2,LOW,31.192,0.0,26.849,0.0,Project duration/status indicates delay risk,2026-09-01
P00777,MP040,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District H,Block 8,Village Theta,Water Supply,Borewells,Borewells Improvement at Village Theta,2144000,2017000,1988000,895000,1093000,2025-07-30,2027-01-27,41.4,Ongoing,SYNTHETIC_DEMO,37.9,LOW,100.0,4.344,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P00778,MP047,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District F,Block 6,Village Zeta,Water Supply,Community Water Points,Community Water Points Improvement at Village Zeta,383000,356000,232000,165000,67000,2024-03-06,2024-10-16,92.5,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00779,MP054,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Beta,260000,252000,159000,92000,67000,2023-11-05,2024-03-02,65.7,Stalled,SYNTHETIC_DEMO,16.9,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00780,MP001,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District C,Block 3,Village Gamma,Health,Health Centres,Health Centres Improvement at Village Gamma,1309000,1262000,1180000,387000,793000,2025-06-15,2026-04-20,43.6,Delayed,SYNTHETIC_DEMO,23.0,LOW,51.756,0.0,36.712,0.0,Project duration/status indicates delay risk,2026-09-01
P00781,MP008,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District D,Block 4,Village Delta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Delta,562000,541000,411000,237000,174000,2026-01-17,2026-11-14,84.8,Ongoing,SYNTHETIC_DEMO,7.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00782,MP015,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District A,Block 1,Village Alpha,Education,Laboratories,Laboratories Improvement at Village Alpha,689000,715000,692000,234000,458000,2026-01-27,2026-05-06,85.6,Stalled,SYNTHETIC_DEMO,4.5,LOW,0.0,0.0,32.329,0.0,Project duration/status indicates delay risk,2026-09-01
P00783,MP022,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Medical Equipment,Medical Equipment Improvement at Village Gamma,677000,679000,454000,328000,126000,2025-08-14,2025-11-20,61.1,Stalled,SYNTHETIC_DEMO,14.2,LOW,0.0,13.376,78.082,0.0,Project duration/status indicates delay risk,2026-09-01
P00784,MP029,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Borewells,Borewells Improvement at Village Epsilon,602000,577000,362000,223000,139000,2026-03-30,2027-04-05,47.3,Ongoing,SYNTHETIC_DEMO,2.3,LOW,0.0,17.163,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00785,MP036,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District F,Block 6,Village Zeta,Health,Health Infrastructure,Health Infrastructure Improvement at Village Zeta,1466000,1358000,875000,523000,352000,2024-10-27,2025-10-10,67.3,Stalled,SYNTHETIC_DEMO,26.3,LOW,26.537,0.0,89.315,0.0,Project duration/status indicates delay risk,2026-09-01
P00786,MP043,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Community Water Points,Community Water Points Improvement at Village Epsilon,1680000,1616000,957000,621000,336000,2026-01-16,2027-10-01,96.7,Ongoing,SYNTHETIC_DEMO,25.5,LOW,75.847,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P00787,MP050,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Beta,748000,718000,657000,379000,278000,2022-04-16,2023-12-20,53.0,Stalled,SYNTHETIC_DEMO,25.4,LOW,0.0,5.624,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00788,MP057,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Public Shelters,Public Shelters Improvement at Village Epsilon,699000,723000,404000,343000,61000,2023-12-03,2024-06-20,97.2,Stalled,SYNTHETIC_DEMO,15.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
